date,title,url,cves_count,pdfs,fetched_at
2023-11-07,VulnÃ©rabilitÃ©s critiques dans les produits Veeam,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-veeam,4,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9s%20critiques%20dans%20les%20produits%20Veeam.pdf,2026-03-04T12:48:56Z
2023-11-07,VulnÃ©rabilitÃ©s dans les produits QNAP,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-qnap-3,4,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9s%20dans%20les%20produits%20QNAP.pdf,2026-03-04T12:48:57Z
2023-11-03,VulnÃ©rabilitÃ© affectant le proxy Squid,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-affectant-le-proxy-squid,1,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9%20affectant%20le%20proxy%20Squid.pdf,2026-03-04T12:48:57Z
2023-11-03,VulnÃ©rabilitÃ©s critiques dans les produits Cisco,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-critiques-dans-les-produits-cisco-0,14,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9s%20critiques%20dans%20les%20produits%20Cisco.pdf,2026-03-04T12:48:58Z
2023-11-03,VulnÃ©rabilitÃ© dans VMware Workspace ONE UEM,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-dans-vmware-workspace-one-uem,1,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9%20dans%20VMware%20Workspace%20ONE%20UEM.pdf,2026-03-04T12:48:58Z
2023-11-02,VulnÃ©rabilitÃ©s dans Google Chrome,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-google-chrome-2,13,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9s%20dans%20Google%20Chrome.pdf,2026-03-04T12:48:58Z
2023-11-01,VulnÃ©rabilitÃ© critique dans Confluence Server et Data Center,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-dans-confluence-server-et-data-center,1,https://dgssi.gov.ma/sites/default/files/bulletin/2023-11/Vuln%C3%A9rabilit%C3%A9%20critique%20dans%20Confluence%20Server%20et%20Data%20Center.pdf,2026-03-04T12:48:59Z
2023-10-31,VulnÃ©rabilitÃ©s dans les produits IBM,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-ibm-9,10,https://dgssi.gov.ma/sites/default/files/bulletin/2023-10/Vuln%C3%A9rabilit%C3%A9s%20dans%20les%20produits%20IBM.pdf,2026-03-04T12:48:59Z
2023-10-31,VulnÃ©rabilitÃ©s dans Microsoft Edge,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-microsoft-edge-4,2,https://dgssi.gov.ma/sites/default/files/bulletin/2023-10/Vuln%C3%A9rabilit%C3%A9s%20dans%20Microsoft%20Edge.pdf,2026-03-04T12:49:00Z
2023-10-30,VulnÃ©rabilitÃ© critique affectant le plugin Â«News & Blog Designer PackÂ» pour WordPress,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilite-critique-affectant-le-plugin-news-blog-designer-pack-pour-wordpress,1,https://dgssi.gov.ma/sites/default/files/bulletin/2023-10/Vuln%C3%A9rabilit%C3%A9%20critique%20affectant%20le%20plugin%20%C2%ABNews%20%26%20Blog%20Designer%20Pack%C2%BB%20pour%20WordPress.pdf,2026-03-04T12:49:00Z
2023-10-30,VulnÃ©rabilitÃ©s dans VMware Tools,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-vmware-tools,2,https://dgssi.gov.ma/sites/default/files/bulletin/2023-10/Vuln%C3%A9rabilit%C3%A9s%20dans%20VMware%20Tools_0.pdf,2026-03-04T12:49:01Z
2023-10-27,VulnÃ©rabilitÃ©s dans les produits SonicWall,https://www.dgssi.gov.ma/fr/bulletins/vulnerabilites-dans-les-produits-sonicwall,2,https://dgssi.gov.ma/sites/default/files/bulletin/2023-10/Vuln%C3%A9rabilit%C3%A9s%20dans%20les%20produits%20SonicWall_0.pdf,2026-03-04T12:49:01Z
